model,ds_type,noise_levels,n_samples,k_folds,k,TRE,TESTE,E_DIFF
knn,moons,0.2,1000,6,55,0.968888889,1,-0.031111111
knn,moons,0.2,10000,6,55,0.969888889,0.966,0.003888889
knn,moons,0.3,10,6,55,0.555555556,1,-0.444444444
knn,moons,0.3,50,6,55,0.866666667,1,-0.133333333
knn,moons,0.3,100,6,55,0.844444444,1,-0.155555556
knn,moons,0.3,1000,6,55,0.903333333,0.86,0.043333333
knn,moons,0.3,10000,6,55,0.911111111,0.924,-0.012888889
knn,moons,0.4,10,6,55,0.666666667,1,-0.333333333
knn,moons,0.4,50,6,55,0.822222222,0.8,0.022222222
knn,moons,0.4,100,6,55,0.766666667,0.5,0.266666667
knn,moons,0.4,1000,6,55,0.868888889,0.84,0.028888889
knn,moons,0.4,10000,6,55,0.868222222,0.865,0.003222222
knn,moons,0.5,10,6,55,0.555555556,0,0.555555556
knn,moons,0.5,50,6,55,0.844444444,0.8,0.044444444
knn,moons,0.5,100,6,55,0.833333333,0.6,0.233333333
knn,moons,0.5,1000,6,55,0.833333333,0.81,0.023333333
knn,moons,0.5,10000,6,55,0.830333333,0.803,0.027333333
knn,circles,0,10,6,53,0.555555556,0,0.555555556
knn,circles,0,50,6,53,0.755555556,1,-0.244444444
knn,circles,0,100,6,53,0.533333333,0.5,0.033333333
knn,circles,0,1000,6,53,0.998888889,1,-0.001111111
knn,circles,0,10000,6,53,1,1,0
knn,circles,0.1,10,6,53,0.777777778,0,0.777777778
knn,circles,0.1,50,6,53,0.711111111,1,-0.288888889
knn,circles,0.1,100,6,53,0.577777778,0.6,-0.022222222
knn,circles,0.1,1000,6,53,0.855555556,0.77,0.085555556
knn,circles,0.1,10000,6,53,0.844555556,0.84,0.004555556
knn,circles,0.2,10,6,53,0.555555556,1,-0.444444444
knn,circles,0.2,50,6,53,0.711111111,0.4,0.311111111
knn,circles,0.2,100,6,53,0.522222222,0.7,-0.177777778
knn,circles,0.2,1000,6,53,0.692222222,0.75,-0.057777778
knn,circles,0.2,10000,6,53,0.693888889,0.68,0.013888889
knn,circles,0.3,10,6,53,0.666666667,0,0.666666667
knn,circles,0.3,50,6,53,0.644444444,0.6,0.044444444
knn,circles,0.3,100,6,53,0.566666667,0.2,0.366666667
knn,circles,0.3,1000,6,53,0.644444444,0.65,-0.005555556
knn,circles,0.3,10000,6,53,0.638888889,0.623,0.015888889
knn,circles,0.4,10,6,53,0.555555556,0,0.555555556
knn,circles,0.4,50,6,53,0.688888889,0.8,-0.111111111
knn,circles,0.4,100,6,53,0.566666667,0.5,0.066666667
knn,circles,0.4,1000,6,53,0.606666667,0.57,0.036666667
knn,circles,0.4,10000,6,53,0.608777778,0.591,0.017777778
knn,circles,0.5,10,6,53,0.666666667,1,-0.333333333
knn,circles,0.5,50,6,53,0.6,0.8,-0.2
knn,circles,0.5,100,6,53,0.555555556,0.7,-0.144444444
knn,circles,0.5,1000,6,53,0.591111111,0.59,0.001111111
knn,circles,0.5,10000,6,53,0.590888889,0.563,0.027888889
knn,moons,0,10,6,53,0.555555556,0,0.555555556
knn,moons,0,50,6,53,0.955555556,1,-0.044444444
knn,moons,0,100,6,53,0.833333333,0.9,-0.066666667
knn,moons,0,1000,6,53,1,1,0
knn,moons,0,10000,6,53,1,1,0
knn,moons,0.1,10,6,53,0.555555556,1,-0.444444444
knn,moons,0.1,50,6,53,0.977777778,1,-0.022222222
knn,moons,0.1,100,6,53,0.8,0.8,0
knn,moons,0.1,1000,6,53,0.996666667,1,-0.003333333
knn,moons,0.1,10000,6,53,0.998777778,0.999,-0.000222222
knn,moons,0.2,10,6,53,0.666666667,1,-0.333333333
knn,moons,0.2,50,6,53,0.977777778,0.8,0.177777778
knn,moons,0.2,100,6,53,0.788888889,0.8,-0.011111111
knn,moons,0.2,1000,6,53,0.968888889,1,-0.031111111
knn,moons,0.2,10000,6,53,0.969777778,0.966,0.003777778
knn,moons,0.3,10,6,53,0.555555556,1,-0.444444444
knn,moons,0.3,50,6,53,0.866666667,1,-0.133333333
knn,moons,0.3,100,6,53,0.844444444,1,-0.155555556
knn,moons,0.3,1000,6,53,0.903333333,0.86,0.043333333
knn,moons,0.3,10000,6,53,0.911666667,0.924,-0.012333333
knn,moons,0.4,10,6,53,0.666666667,1,-0.333333333
knn,moons,0.4,50,6,53,0.822222222,0.8,0.022222222
knn,moons,0.4,100,6,53,0.777777778,0.5,0.277777778
knn,moons,0.4,1000,6,53,0.866666667,0.83,0.036666667
knn,moons,0.4,10000,6,53,0.868444444,0.864,0.004444444
knn,moons,0.5,10,6,53,0.555555556,0,0.555555556
knn,moons,0.5,50,6,53,0.844444444,0.8,0.044444444
knn,moons,0.5,100,6,53,0.833333333,0.6,0.233333333
knn,moons,0.5,1000,6,53,0.832222222,0.81,0.022222222
knn,moons,0.5,10000,6,53,0.829444444,0.801,0.028444444
knn,circles,0,10,6,51,0.555555556,0,0.555555556
knn,circles,0,50,6,51,0.755555556,1,-0.244444444
knn,circles,0,100,6,51,0.555555556,0.6,-0.044444444
knn,circles,0,1000,6,51,1,1,0
knn,circles,0,10000,6,51,1,1,0
knn,circles,0.1,10,6,51,0.777777778,0,0.777777778
knn,circles,0.1,50,6,51,0.711111111,1,-0.288888889
knn,circles,0.1,100,6,51,0.566666667,0.5,0.066666667
knn,circles,0.1,1000,6,51,0.854444444,0.77,0.084444444
knn,circles,0.1,10000,6,51,0.843111111,0.837,0.006111111
knn,circles,0.2,10,6,51,0.555555556,1,-0.444444444
knn,circles,0.2,50,6,51,0.711111111,0.4,0.311111111
knn,circles,0.2,100,6,51,0.511111111,0.8,-0.288888889
knn,circles,0.2,1000,6,51,0.691111111,0.75,-0.058888889
knn,circles,0.2,10000,6,51,0.694555556,0.669,0.025555556
knn,circles,0.3,10,6,51,0.666666667,0,0.666666667
knn,circles,0.3,50,6,51,0.644444444,0.6,0.044444444
knn,circles,0.3,100,6,51,0.6,0.1,0.5
knn,circles,0.3,1000,6,51,0.642222222,0.69,-0.047777778
knn,circles,0.3,10000,6,51,0.639777778,0.628,0.011777778
knn,circles,0.4,10,6,51,0.555555556,0,0.555555556
knn,circles,0.4,50,6,51,0.688888889,0.8,-0.111111111
knn,circles,0.4,100,6,51,0.566666667,0.5,0.066666667
knn,circles,0.4,1000,6,51,0.607777778,0.57,0.037777778
knn,circles,0.4,10000,6,51,0.606444444,0.585,0.021444444
knn,circles,0.5,10,6,51,0.666666667,1,-0.333333333
knn,circles,0.5,50,6,51,0.6,0.8,-0.2
knn,circles,0.5,100,6,51,0.555555556,0.7,-0.144444444
knn,circles,0.5,1000,6,51,0.596666667,0.58,0.016666667
knn,circles,0.5,10000,6,51,0.593555556,0.551,0.042555556
knn,moons,0,10,6,51,0.555555556,0,0.555555556
knn,moons,0,50,6,51,0.955555556,1,-0.044444444
knn,moons,0,100,6,51,0.833333333,0.9,-0.066666667
knn,moons,0,1000,6,51,1,1,0
knn,moons,0,10000,6,51,1,1,0
knn,moons,0.1,10,6,51,0.555555556,1,-0.444444444
knn,moons,0.1,50,6,51,0.977777778,1,-0.022222222
knn,moons,0.1,100,6,51,0.811111111,0.8,0.011111111
knn,moons,0.1,1000,6,51,0.996666667,1,-0.003333333
knn,moons,0.1,10000,6,51,0.998777778,0.999,-0.000222222
knn,moons,0.2,10,6,51,0.666666667,1,-0.333333333
knn,moons,0.2,50,6,51,0.977777778,0.8,0.177777778
knn,moons,0.2,100,6,51,0.822222222,0.8,0.022222222
knn,moons,0.2,1000,6,51,0.968888889,1,-0.031111111
knn,moons,0.2,10000,6,51,0.969777778,0.964,0.005777778
knn,moons,0.3,10,6,51,0.555555556,1,-0.444444444
knn,moons,0.3,50,6,51,0.866666667,1,-0.133333333
knn,moons,0.3,100,6,51,0.866666667,1,-0.133333333
knn,moons,0.3,1000,6,51,0.904444444,0.86,0.044444444
knn,moons,0.3,10000,6,51,0.912111111,0.927,-0.014888889
knn,moons,0.4,10,6,51,0.666666667,1,-0.333333333
knn,moons,0.4,50,6,51,0.822222222,0.8,0.022222222
knn,moons,0.4,100,6,51,0.766666667,0.5,0.266666667
knn,moons,0.4,1000,6,51,0.866666667,0.84,0.026666667
knn,moons,0.4,10000,6,51,0.868555556,0.862,0.006555556
knn,moons,0.5,10,6,51,0.555555556,0,0.555555556
knn,moons,0.5,50,6,51,0.844444444,0.8,0.044444444
knn,moons,0.5,100,6,51,0.844444444,0.6,0.244444444
knn,moons,0.5,1000,6,51,0.83,0.81,0.02
knn,moons,0.5,10000,6,51,0.830222222,0.801,0.029222222
knn,circles,0,10,6,41,0.555555556,0,0.555555556
knn,circles,0,50,6,41,0.533333333,0.6,-0.066666667
knn,circles,0,100,6,41,0.6,0.5,0.1
knn,circles,0,1000,6,41,1,1,0
knn,circles,0,10000,6,41,1,1,0
knn,circles,0.1,10,6,41,0.777777778,0,0.777777778
knn,circles,0.1,50,6,41,0.577777778,0.6,-0.022222222
knn,circles,0.1,100,6,41,0.577777778,0.8,-0.222222222
knn,circles,0.1,1000,6,41,0.856666667,0.73,0.126666667
knn,circles,0.1,10000,6,41,0.844,0.838,0.006
knn,circles,0.2,10,6,41,0.555555556,1,-0.444444444
knn,circles,0.2,50,6,41,0.577777778,0.4,0.177777778
knn,circles,0.2,100,6,41,0.544444444,0.6,-0.055555556
knn,circles,0.2,1000,6,41,0.682222222,0.73,-0.047777778
knn,circles,0.2,10000,6,41,0.7,0.669,0.031
knn,circles,0.3,10,6,41,0.666666667,0,0.666666667
knn,circles,0.3,50,6,41,0.488888889,0.2,0.288888889
knn,circles,0.3,100,6,41,0.566666667,0.2,0.366666667
knn,circles,0.3,1000,6,41,0.657777778,0.66,-0.002222222
knn,circles,0.3,10000,6,41,0.641555556,0.627,0.014555556
knn,circles,0.4,10,6,41,0.555555556,0,0.555555556
knn,circles,0.4,50,6,41,0.533333333,0.8,-0.266666667
knn,circles,0.4,100,6,41,0.544444444,0.5,0.044444444
knn,circles,0.4,1000,6,41,0.613333333,0.62,-0.006666667
knn,circles,0.4,10000,6,41,0.610111111,0.583,0.027111111
knn,circles,0.5,10,6,41,0.666666667,1,-0.333333333
knn,circles,0.5,50,6,41,0.533333333,0.8,-0.266666667
knn,circles,0.5,100,6,41,0.566666667,0.7,-0.133333333
knn,circles,0.5,1000,6,41,0.593333333,0.56,0.033333333
knn,circles,0.5,10000,6,41,0.589888889,0.556,0.033888889
knn,moons,0,10,6,41,0.555555556,0,0.555555556
knn,moons,0,50,6,41,0.577777778,0.2,0.377777778
knn,moons,0,100,6,41,0.866666667,1,-0.133333333
knn,moons,0,1000,6,41,1,1,0
knn,moons,0,10000,6,41,1,1,0
knn,moons,0.1,10,6,41,0.555555556,1,-0.444444444
knn,moons,0.1,50,6,41,0.577777778,0.6,-0.022222222
knn,moons,0.1,100,6,41,0.844444444,0.8,0.044444444
knn,moons,0.1,1000,6,41,0.998888889,1,-0.001111111
knn,moons,0.1,10000,6,41,0.998888889,0.998,0.000888889
knn,moons,0.2,10,6,41,0.666666667,1,-0.333333333
knn,moons,0.2,50,6,41,0.577777778,0.4,0.177777778
knn,moons,0.2,100,6,41,0.888888889,0.9,-0.011111111
knn,moons,0.2,1000,6,41,0.967777778,1,-0.032222222
knn,moons,0.2,10000,6,41,0.969777778,0.966,0.003777778
knn,moons,0.3,10,6,41,0.555555556,1,-0.444444444
knn,moons,0.3,50,6,41,0.777777778,0.6,0.177777778
knn,moons,0.3,100,6,41,0.888888889,1,-0.111111111
knn,moons,0.3,1000,6,41,0.902222222,0.87,0.032222222
knn,moons,0.3,10000,6,41,0.910666667,0.921,-0.010333333
knn,moons,0.4,10,6,41,0.666666667,1,-0.333333333
knn,moons,0.4,50,6,41,0.555555556,0.6,-0.044444444
knn,moons,0.4,100,6,41,0.777777778,0.5,0.277777778
knn,moons,0.4,1000,6,41,0.863333333,0.83,0.033333333
knn,moons,0.4,10000,6,41,0.868,0.862,0.006
knn,moons,0.5,10,6,41,0.555555556,0,0.555555556
knn,moons,0.5,50,6,41,0.577777778,0.8,-0.222222222
knn,moons,0.5,100,6,41,0.844444444,0.7,0.144444444
knn,moons,0.5,1000,6,41,0.831111111,0.82,0.011111111
knn,moons,0.5,10000,6,41,0.830222222,0.809,0.021222222
knn,circles,0,10,6,31,0.555555556,0,0.555555556
knn,circles,0,50,6,31,0.533333333,0.8,-0.266666667
knn,circles,0,100,6,31,0.6,0.5,0.1
knn,circles,0,1000,6,31,1,1,0
knn,circles,0,10000,6,31,1,1,0
knn,circles,0.1,10,6,31,0.777777778,0,0.777777778
knn,circles,0.1,50,6,31,0.6,0.4,0.2
knn,circles,0.1,100,6,31,0.588888889,0.6,-0.011111111
knn,circles,0.1,1000,6,31,0.856666667,0.75,0.106666667
knn,circles,0.1,10000,6,31,0.845444444,0.837,0.008444444
knn,circles,0.2,10,6,31,0.555555556,1,-0.444444444
knn,circles,0.2,50,6,31,0.555555556,0.4,0.155555556
knn,circles,0.2,100,6,31,0.522222222,0.5,0.022222222
knn,circles,0.2,1000,6,31,0.684444444,0.75,-0.065555556
knn,circles,0.2,10000,6,31,0.702111111,0.67,0.032111111
knn,circles,0.3,10,6,31,0.666666667,0,0.666666667
knn,circles,0.3,50,6,31,0.355555556,0.4,-0.044444444
knn,circles,0.3,100,6,31,0.633333333,0.2,0.433333333
knn,circles,0.3,1000,6,31,0.658888889,0.62,0.038888889
knn,circles,0.3,10000,6,31,0.647111111,0.614,0.033111111
knn,circles,0.4,10,6,31,0.555555556,0,0.555555556
knn,circles,0.4,50,6,31,0.555555556,0.8,-0.244444444
knn,circles,0.4,100,6,31,0.622222222,0.6,0.022222222
knn,circles,0.4,1000,6,31,0.63,0.62,0.01
knn,circles,0.4,10000,6,31,0.615555556,0.565,0.050555556
knn,circles,0.5,10,6,31,0.666666667,1,-0.333333333
knn,circles,0.5,50,6,31,0.533333333,0.8,-0.266666667
knn,circles,0.5,100,6,31,0.533333333,0.8,-0.266666667
knn,circles,0.5,1000,6,31,0.607777778,0.57,0.037777778
knn,circles,0.5,10000,6,31,0.595888889,0.555,0.040888889
knn,moons,0,10,6,31,0.555555556,0,0.555555556
knn,moons,0,50,6,31,0.822222222,0.6,0.222222222
knn,moons,0,100,6,31,0.888888889,1,-0.111111111
knn,moons,0,1000,6,31,1,1,0
knn,moons,0,10000,6,31,1,1,0
knn,moons,0.1,10,6,31,0.555555556,1,-0.444444444
knn,moons,0.1,50,6,31,0.822222222,1,-0.177777778
knn,moons,0.1,100,6,31,0.9,0.9,0
knn,moons,0.1,1000,6,31,0.998888889,1,-0.001111111
knn,moons,0.1,10000,6,31,0.998888889,0.999,-0.000111111
knn,moons,0.2,10,6,31,0.666666667,1,-0.333333333
knn,moons,0.2,50,6,31,0.844444444,0.8,0.044444444
knn,moons,0.2,100,6,31,0.911111111,0.9,0.011111111
knn,moons,0.2,1000,6,31,0.974444444,1,-0.025555556
knn,moons,0.2,10000,6,31,0.97,0.965,0.005
knn,moons,0.3,10,6,31,0.555555556,1,-0.444444444
knn,moons,0.3,50,6,31,0.755555556,0.8,-0.044444444
knn,moons,0.3,100,6,31,0.911111111,1,-0.088888889
knn,moons,0.3,1000,6,31,0.905555556,0.85,0.055555556
knn,moons,0.3,10000,6,31,0.912222222,0.921,-0.008777778
knn,moons,0.4,10,6,31,0.666666667,1,-0.333333333
knn,moons,0.4,50,6,31,0.688888889,0.6,0.088888889
knn,moons,0.4,100,6,31,0.777777778,0.5,0.277777778
knn,moons,0.4,1000,6,31,0.871111111,0.81,0.061111111
knn,moons,0.4,10000,6,31,0.869555556,0.857,0.012555556
knn,moons,0.5,10,6,31,0.555555556,0,0.555555556
knn,moons,0.5,50,6,31,0.822222222,0.8,0.022222222
knn,moons,0.5,100,6,31,0.833333333,0.8,0.033333333
knn,moons,0.5,1000,6,31,0.84,0.82,0.02
knn,moons,0.5,10000,6,31,0.826777778,0.801,0.025777778
knn,circles,0,10,6,21,0.555555556,0,0.555555556
knn,circles,0,50,6,21,0.622222222,1,-0.377777778
knn,circles,0,100,6,21,0.666666667,0.7,-0.033333333
knn,circles,0,1000,6,21,1,1,0
knn,circles,0,10000,6,21,1,1,0
knn,circles,0.1,10,6,21,0.777777778,0,0.777777778
knn,circles,0.1,50,6,21,0.488888889,0.6,-0.111111111
knn,circles,0.1,100,6,21,0.6,0.4,0.2
knn,circles,0.1,1000,6,21,0.852222222,0.71,0.142222222
knn,circles,0.1,10000,6,21,0.848,0.836,0.012
knn,circles,0.2,10,6,21,0.555555556,1,-0.444444444
knn,circles,0.2,50,6,21,0.577777778,0.6,-0.022222222
knn,circles,0.2,100,6,21,0.6,0.7,-0.1
knn,circles,0.2,1000,6,21,0.701111111,0.75,-0.048888889
knn,circles,0.2,10000,6,21,0.706666667,0.653,0.053666667
knn,circles,0.3,10,6,21,0.666666667,0,0.666666667
knn,circles,0.3,50,6,21,0.555555556,0.8,-0.244444444
knn,circles,0.3,100,6,21,0.577777778,0.2,0.377777778
knn,circles,0.3,1000,6,21,0.666666667,0.59,0.076666667
knn,circles,0.3,10000,6,21,0.651444444,0.611,0.040444444
knn,circles,0.4,10,6,21,0.555555556,0,0.555555556
knn,circles,0.4,50,6,21,0.6,0.8,-0.2
knn,circles,0.4,100,6,21,0.655555556,0.6,0.055555556
knn,circles,0.4,1000,6,21,0.642222222,0.62,0.022222222
knn,circles,0.4,10000,6,21,0.625888889,0.577,0.048888889
knn,circles,0.5,10,6,21,0.666666667,1,-0.333333333
knn,circles,0.5,50,6,21,0.533333333,0.8,-0.266666667
knn,circles,0.5,100,6,21,0.577777778,0.7,-0.122222222
knn,circles,0.5,1000,6,21,0.615555556,0.57,0.045555556
knn,circles,0.5,10000,6,21,0.605777778,0.553,0.052777778
knn,moons,0,10,6,21,0.555555556,0,0.555555556
knn,moons,0,50,6,21,0.888888889,1,-0.111111111
knn,moons,0,100,6,21,0.977777778,1,-0.022222222
knn,moons,0,1000,6,21,1,1,0
knn,moons,0,10000,6,21,1,1,0
knn,moons,0.1,10,6,21,0.555555556,1,-0.444444444
knn,moons,0.1,50,6,21,0.866666667,1,-0.133333333
knn,moons,0.1,100,6,21,0.977777778,0.9,0.077777778
knn,moons,0.1,1000,6,21,1,1,0
knn,moons,0.1,10000,6,21,0.999111111,0.999,0.000111111
knn,moons,0.2,10,6,21,0.666666667,1,-0.333333333
knn,moons,0.2,50,6,21,0.888888889,0.8,0.088888889
knn,moons,0.2,100,6,21,0.977777778,0.9,0.077777778
knn,moons,0.2,1000,6,21,0.968888889,0.99,-0.021111111
knn,moons,0.2,10000,6,21,0.970222222,0.964,0.006222222
knn,moons,0.3,10,6,21,0.555555556,1,-0.444444444
knn,moons,0.3,50,6,21,0.888888889,0.8,0.088888889
knn,moons,0.3,100,6,21,0.933333333,1,-0.066666667
knn,moons,0.3,1000,6,21,0.905555556,0.87,0.035555556
knn,moons,0.3,10000,6,21,0.913111111,0.921,-0.007888889
knn,moons,0.4,10,6,21,0.666666667,1,-0.333333333
knn,moons,0.4,50,6,21,0.8,0.6,0.2
knn,moons,0.4,100,6,21,0.811111111,0.4,0.411111111
knn,moons,0.4,1000,6,21,0.875555556,0.82,0.055555556
knn,moons,0.4,10000,6,21,0.868,0.86,0.008
knn,moons,0.5,10,6,21,0.555555556,0,0.555555556
knn,moons,0.5,50,6,21,0.822222222,0.8,0.022222222
knn,moons,0.5,100,6,21,0.822222222,0.8,0.022222222
knn,moons,0.5,1000,6,21,0.832222222,0.82,0.012222222
knn,moons,0.5,10000,6,21,0.830222222,0.799,0.031222222
knn,circles,0,10,6,11,0.555555556,0,0.555555556
knn,circles,0,50,6,11,0.666666667,1,-0.333333333
knn,circles,0,100,6,11,0.755555556,0.7,0.055555556
knn,circles,0,1000,6,11,1,1,0
knn,circles,0,10000,6,11,1,1,0
knn,circles,0.1,10,6,11,0.777777778,0,0.777777778
knn,circles,0.1,50,6,11,0.622222222,0.8,-0.177777778
knn,circles,0.1,100,6,11,0.711111111,0.5,0.211111111
knn,circles,0.1,1000,6,11,0.858888889,0.74,0.118888889
knn,circles,0.1,10000,6,11,0.853777778,0.832,0.021777778
knn,circles,0.2,10,6,11,0.555555556,1,-0.444444444
knn,circles,0.2,50,6,11,0.711111111,0.6,0.111111111
knn,circles,0.2,100,6,11,0.633333333,0.7,-0.066666667
knn,circles,0.2,1000,6,11,0.698888889,0.69,0.008888889
knn,circles,0.2,10000,6,11,0.719666667,0.629,0.090666667
knn,circles,0.3,10,6,11,0.666666667,0,0.666666667
knn,circles,0.3,50,6,11,0.688888889,0.8,-0.111111111
knn,circles,0.3,100,6,11,0.611111111,0.3,0.311111111
knn,circles,0.3,1000,6,11,0.68,0.55,0.13
knn,circles,0.3,10000,6,11,0.671888889,0.606,0.065888889
knn,circles,0.4,10,6,11,0.555555556,0,0.555555556
knn,circles,0.4,50,6,11,0.711111111,0.8,-0.088888889
knn,circles,0.4,100,6,11,0.655555556,0.6,0.055555556
knn,circles,0.4,1000,6,11,0.662222222,0.59,0.072222222
knn,circles,0.4,10000,6,11,0.657888889,0.574,0.083888889
knn,circles,0.5,10,6,11,0.666666667,1,-0.333333333
knn,circles,0.5,50,6,11,0.577777778,0.8,-0.222222222
knn,circles,0.5,100,6,11,0.666666667,0.9,-0.233333333
knn,circles,0.5,1000,6,11,0.643333333,0.52,0.123333333
knn,circles,0.5,10000,6,11,0.644111111,0.537,0.107111111
knn,moons,0,10,6,11,0.555555556,0,0.555555556
knn,moons,0,50,6,11,0.933333333,1,-0.066666667
knn,moons,0,100,6,11,0.988888889,1,-0.011111111
knn,moons,0,1000,6,11,1,1,0
knn,moons,0,10000,6,11,1,1,0
knn,moons,0.1,10,6,11,0.555555556,1,-0.444444444
knn,moons,0.1,50,6,11,0.933333333,1,-0.066666667
knn,moons,0.1,100,6,11,0.988888889,1,-0.011111111
knn,moons,0.1,1000,6,11,1,1,0
knn,moons,0.1,10000,6,11,0.999333333,0.999,0.000333333
knn,moons,0.2,10,6,11,0.666666667,1,-0.333333333
knn,moons,0.2,50,6,11,0.955555556,0.8,0.155555556
knn,moons,0.2,100,6,11,0.988888889,1,-0.011111111
knn,moons,0.2,1000,6,11,0.975555556,0.99,-0.014444444
knn,moons,0.2,10000,6,11,0.971,0.962,0.009
knn,moons,0.3,10,6,11,0.555555556,1,-0.444444444
knn,moons,0.3,50,6,11,0.866666667,1,-0.133333333
knn,moons,0.3,100,6,11,0.922222222,1,-0.077777778
knn,moons,0.3,1000,6,11,0.907777778,0.87,0.037777778
knn,moons,0.3,10000,6,11,0.913777778,0.917,-0.003222222
knn,moons,0.4,10,6,11,0.666666667,1,-0.333333333
knn,moons,0.4,50,6,11,0.8,0.8,0
knn,moons,0.4,100,6,11,0.8,0.4,0.4
knn,moons,0.4,1000,6,11,0.866666667,0.83,0.036666667
knn,moons,0.4,10000,6,11,0.873777778,0.855,0.018777778
knn,moons,0.5,10,6,11,0.555555556,0,0.555555556
knn,moons,0.5,50,6,11,0.822222222,0.8,0.022222222
knn,moons,0.5,100,6,11,0.833333333,0.8,0.033333333
knn,moons,0.5,1000,6,11,0.848888889,0.85,-0.001111111
knn,moons,0.5,10000,6,11,0.838444444,0.799,0.039444444
knn,circles,0,10,6,5,0.888888889,0,0.888888889
knn,circles,0,50,6,5,0.733333333,1,-0.266666667
knn,circles,0,100,6,5,0.922222222,0.8,0.122222222
knn,circles,0,1000,6,5,1,1,0
knn,circles,0,10000,6,5,1,1,0
knn,circles,0.1,10,6,5,0.777777778,0,0.777777778
knn,circles,0.1,50,6,5,0.733333333,0.8,-0.066666667
knn,circles,0.1,100,6,5,0.811111111,0.9,-0.088888889
knn,circles,0.1,1000,6,5,0.882222222,0.71,0.172222222
knn,circles,0.1,10000,6,5,0.868666667,0.824,0.044666667
knn,circles,0.2,10,6,5,0.555555556,1,-0.444444444
knn,circles,0.2,50,6,5,0.755555556,0.6,0.155555556
knn,circles,0.2,100,6,5,0.744444444,0.8,-0.055555556
knn,circles,0.2,1000,6,5,0.751111111,0.73,0.021111111
knn,circles,0.2,10000,6,5,0.754888889,0.627,0.127888889
knn,circles,0.3,10,6,5,0.777777778,1,-0.222222222
knn,circles,0.3,50,6,5,0.644444444,1,-0.355555556
knn,circles,0.3,100,6,5,0.733333333,0.1,0.633333333
knn,circles,0.3,1000,6,5,0.725555556,0.56,0.165555556
knn,circles,0.3,10000,6,5,0.720555556,0.586,0.134555556
knn,circles,0.4,10,6,5,0.444444444,1,-0.555555556
knn,circles,0.4,50,6,5,0.688888889,0.8,-0.111111111
knn,circles,0.4,100,6,5,0.744444444,0.5,0.244444444
knn,circles,0.4,1000,6,5,0.708888889,0.57,0.138888889
knn,circles,0.4,10000,6,5,0.701666667,0.551,0.150666667
knn,circles,0.5,10,6,5,0.666666667,1,-0.333333333
knn,circles,0.5,50,6,5,0.666666667,0.8,-0.133333333
knn,circles,0.5,100,6,5,0.611111111,0.7,-0.088888889
knn,circles,0.5,1000,6,5,0.711111111,0.5,0.211111111
knn,circles,0.5,10000,6,5,0.690444444,0.513,0.177444444
knn,moons,0,10,6,5,0.888888889,1,-0.111111111
knn,moons,0,50,6,5,0.977777778,1,-0.022222222
knn,moons,0,100,6,5,1,1,0
knn,moons,0,1000,6,5,1,1,0
knn,moons,0,10000,6,5,1,1,0
knn,moons,0.1,10,6,5,1,1,0
knn,moons,0.1,50,6,5,1,1,0
knn,moons,0.1,100,6,5,1,1,0
knn,moons,0.1,1000,6,5,1,1,0
knn,moons,0.1,10000,6,5,0.999222222,0.999,0.000222222
knn,moons,0.2,10,6,5,0.888888889,1,-0.111111111
knn,moons,0.2,50,6,5,0.977777778,1,-0.022222222
knn,moons,0.2,100,6,5,1,0.9,0.1
knn,moons,0.2,1000,6,5,0.971111111,0.99,-0.018888889
knn,moons,0.2,10000,6,5,0.973333333,0.956,0.017333333
knn,moons,0.3,10,6,5,0.777777778,1,-0.222222222
knn,moons,0.3,50,6,5,0.911111111,1,-0.088888889
knn,moons,0.3,100,6,5,0.944444444,1,-0.055555556
knn,moons,0.3,1000,6,5,0.913333333,0.88,0.033333333
knn,moons,0.3,10000,6,5,0.926444444,0.906,0.020444444
knn,moons,0.4,10,6,5,0.777777778,1,-0.222222222
knn,moons,0.4,50,6,5,0.844444444,0.8,0.044444444
knn,moons,0.4,100,6,5,0.844444444,0.5,0.344444444
knn,moons,0.4,1000,6,5,0.88,0.8,0.08
knn,moons,0.4,10000,6,5,0.882555556,0.853,0.029555556
knn,moons,0.5,10,6,5,0.777777778,0,0.777777778
knn,moons,0.5,50,6,5,0.866666667,0.8,0.066666667
knn,moons,0.5,100,6,5,0.822222222,0.8,0.022222222
knn,moons,0.5,1000,6,5,0.867777778,0.83,0.037777778
knn,moons,0.5,10000,6,5,0.854777778,0.779,0.075777778
knn,circles,0,10,6,3,0.888888889,0,0.888888889
knn,circles,0,50,6,3,0.888888889,1,-0.111111111
knn,circles,0,100,6,3,0.977777778,0.8,0.177777778
knn,circles,0,1000,6,3,1,1,0
knn,circles,0,10000,6,3,1,1,0
knn,circles,0.1,10,6,3,1,0,1
knn,circles,0.1,50,6,3,0.822222222,0.8,0.022222222
knn,circles,0.1,100,6,3,0.9,0.8,0.1
knn,circles,0.1,1000,6,3,0.903333333,0.75,0.153333333
knn,circles,0.1,10000,6,3,0.886666667,0.807,0.079666667
knn,circles,0.2,10,6,3,0.555555556,1,-0.444444444
knn,circles,0.2,50,6,3,0.844444444,1,-0.155555556
knn,circles,0.2,100,6,3,0.8,0.9,-0.1
knn,circles,0.2,1000,6,3,0.801111111,0.65,0.151111111
knn,circles,0.2,10000,6,3,0.799222222,0.629,0.170222222
knn,circles,0.3,10,6,3,0.888888889,1,-0.111111111
